2022-10-07 21:31:47.784227,-128,-127,128000,65535
2022-10-07 21:31:47.835488,-128,-120,130560,65535
2022-10-07 21:31:47.886738,-128,-112,130560,65535
2022-10-07 21:31:48.438530,-128,-104,130560,65535
2022-10-07 21:31:48.489684,-128,-96,130560,65535
2022-10-07 21:31:48.540905,-128,-88,130560,65535
2022-10-07 21:31:48.592184,-128,-80,130560,65535
2022-10-07 21:31:48.643445,-128,-72,135680,65535
2022-10-07 21:31:48.694569,-128,-64,189440,65535
2022-10-07 21:31:48.745808,-128,-56,261120,65535
2022-10-07 21:31:48.797139,-128,-48,258560,65535
2022-10-07 21:31:48.848347,-128,-40,261120,65535
2022-10-07 21:31:48.899482,-128,-32,261120,65535
2022-10-07 21:31:49.451274,-128,-24,261120,65535
2022-10-07 21:31:49.502562,-128,-16,256000,65535
2022-10-07 21:31:49.553584,-128,-8,261120,65535
2022-10-07 21:31:49.604880,-128,127,130560,65535
2022-10-07 21:31:49.656208,-128,120,133120,65535
2022-10-07 21:31:49.707397,-128,112,133120,65535
2022-10-07 21:31:49.758494,-128,104,133120,65535
2022-10-07 21:31:49.809632,-128,96,133120,65535
2022-10-07 21:31:49.860783,-128,88,133120,65535
2022-10-07 21:31:49.911954,-128,80,133120,65535
2022-10-07 21:31:50.463763,-128,72,135680,65535
2022-10-07 21:31:50.514927,-128,64,179200,65535
2022-10-07 21:31:50.566136,-128,56,250880,65535
2022-10-07 21:31:50.617350,-128,48,261120,65535
2022-10-07 21:31:50.668503,-128,40,261120,65535
2022-10-07 21:31:50.719557,-128,32,261120,65535
2022-10-07 21:31:50.770708,-128,24,256000,65535
2022-10-07 21:31:50.822042,-128,16,256000,65535
2022-10-07 21:31:50.873208,-128,8,253440,65535
2022-10-07 21:31:50.924414,-128,0,258560,65535
2022-10-07 21:31:51.476148,-120,-127,128000,65535
2022-10-07 21:31:51.527334,-120,-120,130560,65535
2022-10-07 21:31:51.578628,-120,-112,130560,65535
2022-10-07 21:31:51.629507,-120,-104,130560,65535
2022-10-07 21:31:51.680613,-120,-96,130560,65535
2022-10-07 21:31:51.731767,-120,-88,130560,65535
2022-10-07 21:31:51.782989,-120,-80,130560,65535
2022-10-07 21:31:51.834278,-120,-72,135680,65535
2022-10-07 21:31:51.885479,-120,-64,204800,65535
2022-10-07 21:31:51.936586,-120,-56,258560,65535
2022-10-07 21:31:52.488371,-120,-48,261120,65535
2022-10-07 21:31:52.539644,-120,-40,261120,65535
2022-10-07 21:31:52.590718,-120,-32,261120,65535
2022-10-07 21:31:52.641907,-120,-24,263680,65535
2022-10-07 21:31:52.693176,-120,-16,279040,65535
2022-10-07 21:31:52.744256,-120,-8,376320,65535
2022-10-07 21:31:52.795463,-120,127,130560,65535
2022-10-07 21:31:52.846594,-120,120,133120,65535
2022-10-07 21:31:52.897533,-120,112,133120,65535
2022-10-07 21:31:52.948644,-120,104,133120,65535
2022-10-07 21:31:53.500326,-120,96,133120,65535
2022-10-07 21:31:53.551224,-120,88,133120,65535
2022-10-07 21:31:53.602420,-120,80,133120,65535
2022-10-07 21:31:53.653601,-120,72,135680,65535
2022-10-07 21:31:53.704697,-120,64,186880,65535
2022-10-07 21:31:53.755995,-120,56,253440,65535
2022-10-07 21:31:53.807279,-120,48,261120,65535
2022-10-07 21:31:53.858473,-120,40,261120,65535
2022-10-07 21:31:53.909776,-120,32,261120,65535
2022-10-07 21:31:53.960905,-120,24,263680,65535
2022-10-07 21:31:54.512664,-120,16,294400,65535
2022-10-07 21:31:54.563966,-120,8,430080,65535
2022-10-07 21:31:54.615295,-120,0,540160,65535
