2022-10-07 18:49:23.707122,-128,-127,128000,65535
2022-10-07 18:49:23.758464,-128,-120,130560,65535
2022-10-07 18:49:23.809840,-128,-112,130560,65535
2022-10-07 18:49:24.361815,-128,-104,130560,65535
2022-10-07 18:49:24.413317,-128,-96,130560,65535
2022-10-07 18:49:24.464720,-128,-88,130560,65535
2022-10-07 18:49:24.516051,-128,-80,130560,65535
2022-10-07 18:49:24.567407,-128,-72,130560,65535
2022-10-07 18:49:24.618757,-128,-64,140800,65535
2022-10-07 18:49:24.670105,-128,-56,207360,65535
2022-10-07 18:49:24.721487,-128,-48,261120,65535
2022-10-07 18:49:24.772786,-128,-40,261120,65535
2022-10-07 18:49:24.824244,-128,-32,261120,65535
2022-10-07 18:49:25.376236,-128,-24,258560,65535
2022-10-07 18:49:25.427629,-128,-16,256000,65535
2022-10-07 18:49:25.478944,-128,-8,258560,65535
2022-10-07 18:49:25.530340,-128,127,133120,65535
2022-10-07 18:49:25.581631,-128,120,133120,65535
2022-10-07 18:49:25.632998,-128,112,133120,65535
2022-10-07 18:49:25.684368,-128,104,133120,65535
2022-10-07 18:49:25.735699,-128,96,133120,65535
2022-10-07 18:49:25.787027,-128,88,133120,65535
2022-10-07 18:49:25.838394,-128,80,133120,65535
2022-10-07 18:49:26.390353,-128,72,133120,65535
2022-10-07 18:49:26.441621,-128,64,151040,65535
2022-10-07 18:49:26.492916,-128,56,209920,65535
2022-10-07 18:49:26.544338,-128,48,261120,65535
2022-10-07 18:49:26.595694,-128,40,261120,65535
2022-10-07 18:49:26.646984,-128,32,261120,65535
2022-10-07 18:49:26.698341,-128,24,256000,65535
2022-10-07 18:49:26.749599,-128,16,258560,65535
2022-10-07 18:49:26.801046,-128,8,268800,65535
2022-10-07 18:49:26.852385,-128,0,266240,65535
2022-10-07 18:49:27.404453,-120,-127,130560,65535
2022-10-07 18:49:27.455910,-120,-120,130560,65535
2022-10-07 18:49:27.507271,-120,-112,130560,65535
2022-10-07 18:49:27.558548,-120,-104,130560,65535
2022-10-07 18:49:27.609904,-120,-96,130560,65535
2022-10-07 18:49:27.661246,-120,-88,130560,65535
2022-10-07 18:49:27.712603,-120,-80,130560,65535
2022-10-07 18:49:27.763910,-120,-72,130560,65535
2022-10-07 18:49:27.815363,-120,-64,143360,65535
2022-10-07 18:49:27.866710,-120,-56,217600,65535
2022-10-07 18:49:28.418685,-120,-48,258560,65535
2022-10-07 18:49:28.470028,-120,-40,261120,65535
2022-10-07 18:49:28.521363,-120,-32,261120,65535
2022-10-07 18:49:28.572788,-120,-24,261120,65535
2022-10-07 18:49:28.624143,-120,-16,268800,65535
2022-10-07 18:49:28.675456,-120,-8,345600,65535
2022-10-07 18:49:28.726739,-120,127,133120,65535
2022-10-07 18:49:28.778231,-120,120,133120,65535
2022-10-07 18:49:28.829516,-120,112,133120,65535
2022-10-07 18:49:28.880838,-120,104,133120,65535
2022-10-07 18:49:29.432915,-120,96,133120,65535
2022-10-07 18:49:29.484265,-120,88,133120,65535
2022-10-07 18:49:29.535597,-120,80,133120,65535
2022-10-07 18:49:29.586922,-120,72,133120,65535
2022-10-07 18:49:29.638261,-120,64,153600,65535
